Fecha,Descripción,Total,Category,Medio de pago
22/09/2023,Electrodiméstico,"ARS 2,361.00",Deco/Insumos,Tarjeta crédito
28/08/2024,Educación,"ARS 3,000.00",Educación,Tarjeta crédito
28/08/2024,Farmacia,"ARS 7,670.00",Bienestar,Tarjeta crédito
01/09/2024,Educación,"ARS 20,000.00",Educación,Tarjeta crédito
01/09/2024,Bienestar,"ARS 18,175.00",Bienestar,Pago compartido
01/09/2024,Libreria,"ARS 3,878.00",Educación,Tarjeta crédito
01/09/2024,Artículo hogar,"ARS 2,754.50",Deco/Insumos,Pago compartido
01/09/2024,Deporte,"ARS 21,990.00",Deporte,Tarjeta crédito
01/09/2024,Seguro,"ARS 35,750.50",Auto,Pago compartido
01/09/2024,Aysa,ARS 547.50,Servicio Básico,Pago compartido
01/09/2024,Mascotas,"ARS 14,437.00",Bendis,Pago compartido
09/09/2024,Streaming,"ARS 2,622.50",Streaming,Tarjeta crédito
21/09/2024,Artículo hogar,"ARS 10,066.00",Recreación,Tarjeta crédito
21/09/2024,Artículo hogar,"ARS 8,750.00",Recreación,Tarjeta crédito
21/09/2024,Artículo hogar,"ARS 10,066.00",Recreación,Tarjeta crédito
21/09/2024,Artículo hogar,"ARS 8,750.00",Recreación,Tarjeta crédito
22/09/2024,Streaming,"ARS 2,566.00",Streaming,Tarjeta crédito
22/09/2024,Streaming,"ARS 2,566.00",Streaming,Tarjeta crédito
27/09/2024,Farmacia,"ARS 5,981.84",Bienestar,Tarjeta crédito
27/09/2024,Bienestar,"ARS 15,000.00",Bienestar,Tarjeta crédito
28/09/2024,Mascotas,"ARS 17,218.00",Bendis,Tarjeta crédito
29/09/2024,Educación,"ARS 1,800.00",Educación,Tarjeta crédito
01/10/2024,Nafta,"ARS 10,000.00",Auto,Pago compartido
01/10/2024,Peaje,"ARS 2,500.00",Auto,Billetera virtual
01/10/2024,Restaurante,ARS 62.00,Resto/Cafe,Billetera virtual
01/10/2024,Restaurante,ARS 30.00,Comida MD,Billetera virtual
01/10/2024,Supermercado,"ARS 3,097.00",Supermercado,Billetera virtual
02/10/2024,Restaurante,"ARS 12,500.00",Resto/Cafe,Pago compartido
02/10/2024,Restaurante,ARS 62.00,Supermercado,Billetera virtual
02/10/2024,Supermercado,"ARS 5,197.00",Supermercado,Billetera virtual
02/10/2024,Restaurante,ARS 332.00,Regalos,Billetera virtual
02/10/2024,Restaurante,ARS 74.00,Comida MD,Billetera virtual
03/10/2024,Supermercado,"ARS 3,000.00",Supermercado,Pago compartido
03/10/2024,Mascotas,"ARS 19,500.00",Bendis,Tarjeta crédito
03/10/2024,Consulta médica,"ARS 4,700.00",Salud,Billetera virtual
04/10/2024,Metrogas,"ARS 12,447.00",Servicio Básico,Pago compartido
04/10/2024,Alquiler y expensas,"ARS 235,000.00",Alquiler y Expensas,Transferencia bancaria
04/10/2024,Obra social,"ARS 110,000.00",Salud,Transferencia bancaria
05/10/2024,Agip,"ARS 6,956.00",Servicio Básico,Pago compartido
05/10/2024,Transporte,"ARS 1,822.50",Transporte,Billetera virtual
05/10/2024,Restaurante,ARS 239.00,Resto/Cafe,Billetera virtual
06/10/2024,Recreación,"ARS 11,550.00",Recreación,Pago compartido
06/10/2024,Restaurante,"ARS 6,000.00",Resto/Cafe,Billetera virtual
06/10/2024,Recreación,"ARS 3,234.00",Recreación,Billetera virtual
06/10/2024,Restaurante,"ARS 13,384.00",Regalos,Billetera virtual
06/10/2024,Streaming,"ARS 5,723.00",Streaming,Tarjeta crédito
07/10/2024,Mascotas,"ARS 4,000.00",Bendis,Pago compartido
07/10/2024,Supermercado,"ARS 1,450.00",Deco/Insumos,Pago compartido
08/10/2024,Supermercado,"ARS 3,500.00",Supermercado,Billetera virtual
09/10/2024,Supermercado,"ARS 1,750.00",Supermercado,Billetera virtual
09/10/2024,Restaurante,ARS 32.00,Comida MD,Billetera virtual
10/10/2024,Recreación,"ARS 2,000.00",Recreación,Billetera virtual
11/10/2024,Supermercado,ARS 750.00,Supermercado,Pago compartido
11/10/2024,Supermercado,"ARS 2,125.00",Supermercado,Pago compartido
11/10/2024,Supermercado,"ARS 1,325.00",Supermercado,Pago compartido
11/10/2024,Restaurante,ARS 15.16,Supermercado,Billetera virtual
11/10/2024,Restaurante,ARS 75.00,Resto/Cafe,Billetera virtual
12/10/2024,Artículo hogar,"ARS 3,816.50",Deco/Insumos,Tarjeta crédito
12/10/2024,Artículo hogar,"ARS 5,900.00",Deco/Insumos,Billetera virtual
13/10/2024,Supermercado,"ARS 1,905.00",Supermercado,Pago compartido
13/10/2024,Supermercado,"ARS 2,400.00",Supermercado,Pago compartido
13/10/2024,Restaurante,ARS 35.00,Resto/Cafe,Billetera virtual
14/10/2024,Farmacia,"ARS 2,250.00",Deco/Insumos,Billetera virtual
14/10/2024,Internet,"ARS 11,968.00",Servicio Básico,Tarjeta crédito
15/10/2024,Mascotas,"ARS 10,403.00",Bendis,Pago compartido
15/10/2024,Mascotas,"ARS 10,812.50",Bendis,Pago compartido
15/10/2024,Supermercado,"ARS 2,525.00",Supermercado,Pago compartido
15/10/2024,Mascotas,"ARS 1,808.00",Bendis,Billetera virtual
15/10/2024,Supermercado,"ARS 2,850.00",Supermercado,Billetera virtual
17/10/2024,Supermercado,"ARS 4,750.00",Supermercado,Pago compartido
17/10/2024,Supermercado,"ARS 1,200.00",Supermercado,Billetera virtual
17/10/2024,Restaurante,ARS 19.50,Comida MD,Billetera virtual
18/10/2024,Restaurante,"ARS 8,500.00",Resto/Cafe,Billetera virtual
18/10/2024,Transporte,"ARS 2,000.00",Transporte,Billetera virtual
18/10/2024,Supermercado,"ARS 1,500.00",Resto/Cafe,Billetera virtual
19/10/2024,Farmacia,"ARS 8,500.00",Salud,Pago compartido
19/10/2024,Restaurante,ARS 875.00,Supermercado,Pago compartido
19/10/2024,Supermercado,"ARS 1,500.00",Supermercado,Pago compartido
19/10/2024,Supermercado,"ARS 1,600.00",Supermercado,Billetera virtual
19/10/2024,Restaurante,"ARS 4,350.00",Resto/Cafe,Billetera virtual
19/10/2024,Restaurante,"ARS 10,840.50",Supermercado,Billetera virtual
19/10/2024,Mascotas,ARS 600.00,Bendis,Billetera virtual
20/10/2024,Nafta,"ARS 12,500.00",Auto,Pago compartido
20/10/2024,Regalo,"ARS 2,500.00",Regalos,Billetera virtual
21/10/2024,Supermercado,"ARS 1,270.00",Supermercado,Pago compartido
22/10/2024,Supermercado,ARS 875.00,Supermercado,Pago compartido
22/10/2024,Supermercado,"ARS 2,000.00",Supermercado,Pago compartido
23/10/2024,Mascotas,"ARS 15,000.00",Bendis,Tarjeta crédito
23/10/2024,Aysa,"ARS 11,700.00",Servicio Básico,Pago compartido
23/10/2024,Edesur,"ARS 14,950.00",Servicio Básico,Pago compartido
23/10/2024,Supermercado,"ARS 4,560.00",Comida MD,Billetera virtual
23/10/2024,Restaurante,"ARS 2,340.00",Supermercado,Billetera virtual
24/10/2024,Supermercado,"ARS 3,565.00",Supermercado,Billetera virtual
24/10/2024,Consulta médica,"ARS 4,700.00",Salud,Billetera virtual
24/10/2024,Supermercado,"ARS 4,300.00",Comida MD,Billetera virtual
24/10/2024,Regalo,"ARS 25,000.00",Regalos,Billetera virtual
25/10/2024,Supermercado,"ARS 4,000.00",Resto/Cafe,Billetera virtual
25/10/2024,Deporte,"ARS 41,140.00",Deporte,Billetera virtual
25/10/2024,Restaurante,"ARS 10,700.00",Resto/Cafe,Billetera virtual
25/10/2024,Supermercado,"ARS 3,100.00",Supermercado,Pago compartido
26/10/2024,Supermercado,"ARS 3,200.00",Regalos,Billetera virtual
26/10/2024,Telefonía móvil,"ARS 8,700.00",Servicio Básico,Billetera virtual
27/10/2024,Supermercado,"ARS 9,500.00",Supermercado,Billetera virtual
27/10/2024,Artículo hogar,"ARS 2,500.00",Deco/Insumos,Billetera virtual
27/10/2024,Restaurante,"ARS 3,500.00",Resto/Cafe,Billetera virtual
28/10/2024,Supermercado,"ARS 3,780.00",Supermercado,Pago compartido
29/10/2024,Supermercado,"ARS 1,750.00",Supermercado,Billetera virtual
29/10/2024,Supermercado,"ARS 2,858.00",Supermercado,Billetera virtual
29/10/2024,Restaurante,"ARS 7,400.00",Resto/Cafe,Billetera virtual
30/10/2024,Restaurante,"ARS 4,542.50",Supermercado,Pago compartido
30/10/2024,Recreación,"ARS 2,400.00",Recreación,Billetera virtual
30/10/2024,Supermercado,"ARS 4,150.00",Comida MD,Billetera virtual
31/10/2024,Supermercado,"ARS 2,000.00",Supermercado,Billetera virtual
