Fecha,Descripción,Total,Category,Medio de pago
31/01/2024,Mascotas,"ARS 5,354.00",Bendis,Tarjeta crédito
21/03/2024,Ropa,"ARS 15,619.00",Ropa,Tarjeta crédito
26/03/2024,Mantenimiento,"ARS 17,192.00",Auto,Tarjeta crédito
13/04/2024,Deporte,"ARS 47,316.00",Deporte,Tarjeta crédito
20/04/2024,Ropa,"ARS 18,833.00",Ropa,Tarjeta crédito
29/04/2024,Artículo hogar,"ARS 1,602.00",Deco/Insumos,Tarjeta crédito
02/05/2024,Metrogas,"ARS 3,721.00",Servicio Básico,Pago compartido
05/05/2024,Abl,ARS 0.00,Servicio Básico,Pago compartido
25/05/2024,Streaming,ARS 673.00,Streaming,Tarjeta crédito
25/05/2024,Educación,"ARS 9,900.00",Educación,Tarjeta crédito
26/05/2024,Edesur,ARS 0.00,Servicio Básico,Pago compartido
27/05/2024,Streaming,"ARS 2,539.00",Streaming,Tarjeta crédito
27/05/2024,Aysa,ARS 0.00,Servicio Básico,Pago compartido
28/05/2024,Farmacia,"ARS 9,530.50",Bienestar,Tarjeta crédito
31/05/2024,Internet,"ARS 22,607.00",Servicio Básico,Tarjeta crédito
01/06/2024,Educación,ARS 0.00,Educación,Tarjeta crédito
01/06/2024,Deporte,"ARS 42,500.00",Deporte,Tranferencia bancaria
01/06/2024,Mascotas,"ARS 12,738.00",Bendis,Tarjeta crédito
01/06/2024,Macetas ,"ARS 2,250.00",Deco/Insumos,Pago compartido
01/06/2024,Supermercado ,"ARS 1,865.00",Supermercado,Billetera virtual
01/06/2024,Mantenimiento,"ARS 13,500.00",Auto,Pago compartido
01/06/2024,Mantenimiento,ARS 0.00,Auto,Pago compartido
01/06/2024,Artículo hogar,"ARS 2,744.50",Arreglos Casa,Pago compartido
01/06/2024,Electrodoméstico,"ARS 8,115.00",Deco/Insumos,Tarjeta crédito
01/06/2024,Bienestar,"ARS 18,175.00",Bienestar,Pago compartido
01/06/2024,Deporte,"ARS 21,990.00",Deporte,Tarjeta crédito
01/06/2024,Electrodoméstico,"ARS 2,361.00",Deco/Insumos,Tarjeta crédito
01/06/2024,Streaming,"ARS 5,723.00",Streaming,Tarjeta crédito
01/06/2024,Streaming,"ARS 1,350.00",Streaming,Tarjeta crédito
02/06/2024,Regalo,"ARS 5,000.00",Regalos,Tarjeta débito
02/06/2024,Supermercado ,"ARS 17,000.00",Supermercado,Pago compartido
02/06/2024,Mantenimiento,"ARS 10,000.00",Auto,Tarjeta débito
03/06/2024,Mascotas,"ARS 1,000.00",Bendis,Billetera virtual
03/06/2024,Expensas,"ARS 43,308.00",Alquiler y Expensas,Tranferencia bancaria
03/06/2024,Alquiler,"ARS 173,132.00",Alquiler y Expensas,Tranferencia bancaria
04/06/2024,Supermercado ,"ARS 6,674.50",Supermercado,Pago compartido
04/06/2024,Verduleria ,ARS 208.00,Supermercado,Billetera virtual
04/06/2024,Almuerzo,ARS 42.00,Comida MD,Billetera virtual
04/06/2024,Consulta médica,"ARS 40,000.00",Salud,Tranferencia bancaria
06/06/2024,Consulta médica,"ARS 7,000.00",Salud,Billetera virtual
06/06/2024,Restaurante,"ARS 5,400.00",Restaurante,Billetera virtual
07/06/2024,Restaurante,ARS 18.00,Restaurante,Billetera virtual
07/06/2024,Restaurante,"ARS 9,000.00",Restaurante,Billetera virtual
07/06/2024,Supermercado ,"ARS 1,000.00",Supermercado,Billetera virtual
08/06/2024,Artículo hogar,"ARS 5,450.00",Deco/Insumos,Tarjeta débito
08/06/2024,Supermercado ,"ARS 1,500.00",Supermercado,Efectivo
08/06/2024,Supermercado ,ARS 500.00,Supermercado,Efectivo
08/06/2024,Donación,"ARS 4,000.00",Donación,Billetera virtual
08/06/2024,Supermercado ,ARS 34.25,Supermercado,Billetera virtual
09/06/2024,Peaje,ARS 600.00,Auto,Billetera virtual
10/06/2024,Supermercado ,ARS 27.75,Supermercado,Billetera virtual
11/06/2024,Restaurante,"ARS 1,500.00",Restaurante,Billetera virtual
12/06/2024,Restaurante,"ARS 18,000.00",Restaurante,Billetera virtual
12/06/2024,Consulta médica,"ARS 112,000.00",Salud,Tranferencia bancaria
